TIMESTAMP,RH,Rain_mm_Tot,Rain_intensity
2019-05-13 14:30:00,56.93227,0.0,0.0
2019-05-13 14:45:00,56.68196,0.0,0.0
2019-05-13 15:00:00,56.81628,0.0,0.0
2019-05-13 15:15:00,57.04522,0.0,0.0
2019-05-13 15:30:00,57.11542,0.0,0.0
2019-05-13 16:00:00,56.45608,0.0,0.0
2019-05-13 16:15:00,56.65144,0.0,0.0
2019-05-13 16:30:00,56.84375,0.0,0.0
2019-05-13 16:45:00,56.8697,0.0,0.0
2019-05-13 17:00:00,56.87275,0.0,0.0
2019-05-13 17:15:00,56.80864,0.0,0.0
2019-05-13 17:30:00,57.04064,0.0,0.0
2019-05-13 17:45:00,57.13374,0.0,0.0
2019-05-13 18:00:00,55.68074,0.0,0.0
2019-05-13 18:15:00,55.67769,0.0,0.0
2019-05-13 18:30:00,57.11237,0.0,0.0
2019-05-13 18:45:00,55.64869,0.0,0.0
2019-05-13 19:00:00,55.66243,0.0,0.0
2019-05-13 19:15:00,55.67006,0.0,0.0
2019-05-13 19:30:00,55.55407,0.0,0.0
2019-05-13 19:45:00,55.66853,0.0,0.0
2019-05-13 20:00:00,55.47623,0.0,0.0
2019-05-13 20:15:00,55.59222,0.0,0.0
2019-05-13 20:30:00,55.55254,0.0,0.0
2019-05-13 20:45:00,55.56932,0.0,0.0
2019-05-13 21:00:00,55.55864,0.0,0.0
2019-05-13 21:15:00,55.67769,0.0,0.0
2019-05-13 21:30:00,55.68532,0.0,0.0
2019-05-13 21:45:00,55.59375,0.0,0.0
2019-05-13 22:00:00,55.67311,0.0,0.0
2019-05-13 22:15:00,55.78148,0.0,0.0
2019-05-13 22:30:00,55.71738,0.0,0.0
2019-05-13 22:45:00,55.7891,0.0,0.0
2019-05-13 23:00:00,55.7891,0.0,0.0
2019-05-13 23:15:00,55.76621,0.0,0.0
2019-05-13 23:30:00,55.49759,0.0,0.0
2019-05-13 23:45:00,55.55864,0.0,0.0
2019-05-14 00:00:00,55.94784,0.0,0.0
2019-05-14 00:15:00,55.90052,0.0,0.0
2019-05-14 00:30:00,55.67769,0.0,0.0
2019-05-14 00:45:00,55.68532,0.0,0.0
2019-05-14 01:00:00,57.15205,0.0,0.0
2019-05-14 01:15:00,55.62885,0.0,0.0
2019-05-14 01:30:00,57.06047,0.0,0.0
2019-05-14 01:45:00,57.0391,0.0,0.0
2019-05-14 02:00:00,57.02995,0.0,0.0
2019-05-14 02:15:00,56.97043,0.0,0.0
2019-05-14 02:30:00,56.96432,0.0,0.0
2019-05-14 02:45:00,56.97958,0.0,0.0
2019-05-14 03:00:00,56.94448,0.0,0.0
2019-05-14 03:15:00,56.93685,0.0,0.0
2019-05-14 03:30:00,56.8697,0.0,0.0
2019-05-14 03:45:00,56.93838,0.0,0.0
2019-05-14 04:00:00,56.71249,0.0,0.0
2019-05-14 04:15:00,56.83764,0.0,0.0
2019-05-14 04:30:00,56.83001,0.0,0.0
2019-05-14 04:45:00,56.79185,0.0,0.0
2019-05-14 05:00:00,56.83764,0.0,0.0
2019-05-14 05:15:00,56.61938,0.0,0.0
2019-05-14 05:30:00,56.60107,0.0,0.0
2019-05-14 05:45:00,56.59192,0.0,0.0
2019-05-14 06:00:00,56.6026,0.0,0.0
2019-05-14 06:15:00,56.65602,0.0,0.0
2019-05-14 06:30:00,56.8758,0.0,0.0
2019-05-14 06:45:00,56.94906,0.0,0.0
2019-05-14 07:00:00,56.9628,0.0,0.0
2019-05-14 07:15:00,57.0391,0.0,0.0
2019-05-14 07:30:00,57.05437,0.0,0.0
2019-05-14 07:45:00,57.10779,0.0,0.0
2019-05-14 08:00:00,57.16273,0.0,0.0
2019-05-14 08:15:00,55.69754,0.0,0.0
2019-05-14 08:30:00,55.67922,0.0,0.0
2019-05-14 08:45:00,55.69905,0.0,0.0
2019-05-14 09:00:00,55.58154,0.0,0.0
2019-05-14 09:15:00,55.89747,0.0,0.0
2019-05-14 09:30:00,55.69754,0.0,0.0
2019-05-14 09:45:00,57.14595,0.0,0.0
2019-05-14 10:00:00,57.16121,0.0,0.0
2019-05-14 10:15:00,55.72806,0.0,0.0
2019-05-14 10:30:00,57.14289,0.0,0.0
2019-05-14 10:45:00,57.12153,0.0,0.0
2019-05-14 11:00:00,57.13221,0.0,0.0
2019-05-14 11:15:00,55.68532,0.0,0.0
2019-05-14 11:30:00,57.15968,0.0,0.0
2019-05-14 11:45:00,55.75095,0.0,0.0
2019-05-14 12:00:00,55.88831,0.0,0.0
2019-05-14 12:15:00,55.88984,0.0,0.0
2019-05-14 12:30:00,55.928,0.0,0.0
2019-05-14 12:45:00,55.94784,0.0,0.0
2019-05-14 13:00:00,55.68074,0.0,0.0
2019-05-14 13:15:00,55.70211,0.0,0.0
2019-05-14 13:30:00,55.6899,0.0,0.0
2019-05-14 13:45:00,55.9402,0.0,0.0
2019-05-14 14:00:00,55.54338,0.0,0.0
2019-05-14 14:15:00,55.5037,0.0,0.0
2019-06-03 13:45:00,56.08825,0.0,0.0
2019-06-03 14:00:00,55.6899,0.0,0.0
2019-06-03 14:15:00,55.49149,0.0,0.0
2019-06-03 14:30:00,55.56322,0.0,0.0
2019-06-03 14:45:00,56.60565,0.0,0.0
2019-06-03 15:00:00,56.71859,0.0,0.0
2019-06-03 15:15:00,56.57055,0.0,0.0
2019-06-03 15:30:00,57.01926,0.0,0.0
2019-06-03 15:45:00,56.34008,0.0,0.0
2019-06-03 16:00:00,57.01011,0.0,0.0
2019-06-04 13:15:00,54.84741,0.0,0.0
2019-06-04 13:30:00,54.8001,0.0,0.0
2019-06-04 13:45:00,49.93745,0.0,0.0
2019-06-04 14:00:00,53.08307,0.0,0.0
2019-06-04 14:15:00,50.39075,0.0,0.0
2019-06-04 14:30:00,53.58673,0.0,0.0
2019-06-04 14:45:00,60.29155,0.0,0.0
2019-06-04 15:00:00,57.62519,0.0,0.0
2019-06-04 15:15:00,56.52781,0.0,0.0
2019-06-04 15:30:00,57.09253,0.0,0.0
2019-06-04 15:45:00,53.74545,0.0,0.0
2019-06-04 16:00:00,54.58795,0.0,0.0
2019-06-04 16:15:00,57.63587,0.0,0.0
2019-06-04 16:30:00,57.04674,0.0,0.0
2019-06-04 16:45:00,59.93899,0.0,0.0
2019-06-04 17:00:00,61.92159,0.0,0.0
2019-06-04 17:15:00,65.80437,0.0,0.0
2019-06-04 17:30:00,67.00401,0.0,0.0
2019-06-04 17:45:00,64.40328,0.0,0.0
2019-06-04 18:00:00,66.68044,0.0,0.0
2019-06-04 18:15:00,68.21891,0.0,0.0
2019-06-04 18:30:00,69.90694,0.0,0.0
2019-06-04 18:45:00,72.72288,0.0,0.0
2019-06-04 19:00:00,73.4448,0.0,0.0
2019-06-04 19:15:00,77.24211,0.0,0.0
2019-06-04 19:30:00,79.58797,0.0,0.0
2019-06-04 19:45:00,82.1017,0.0,0.0
2019-06-04 20:00:00,86.15695,0.0,0.0
2019-06-04 20:15:00,88.26775,0.0,0.0
2019-06-04 20:30:00,94.00036,0.0,0.0
2019-06-04 20:45:00,99.95885,0.0,0.0
2019-06-04 21:00:00,100.0,0.0,0.0
2019-06-04 21:15:00,99.99549,0.0,0.0
2019-06-04 21:30:00,100.0,0.0,0.0
2019-06-04 21:45:00,100.0,0.0,0.0
2019-06-04 22:00:00,100.0,0.0,0.0
2019-06-04 22:15:00,100.0,0.0,0.0
2019-06-04 22:30:00,100.0,0.0,0.0
2019-06-04 22:45:00,100.0,0.0,0.0
2019-06-04 23:00:00,100.0,0.0,0.0
2019-06-04 23:15:00,100.0,0.0,0.0
2019-06-04 23:30:00,100.0,0.0,0.0
2019-06-04 23:45:00,100.0,0.0,0.0
2019-06-05 00:00:00,100.0,0.0,0.0
2019-06-05 00:15:00,100.0,0.0,0.0
2019-06-05 00:30:00,99.97411,0.0,0.0
2019-06-05 00:45:00,100.0,0.0,0.0
2019-06-05 01:00:00,100.0,0.0,0.0
2019-06-05 01:15:00,100.0,0.0,0.0
2019-06-05 01:30:00,100.0,0.0,0.0
2019-06-05 01:45:00,100.0,0.0,0.0
2019-06-05 02:00:00,100.0,0.0,0.0
2019-06-05 02:15:00,100.0,0.0,0.0
2019-06-05 02:30:00,100.0,0.0,0.0
2019-06-05 02:45:00,100.0,0.0,0.0
2019-06-05 03:00:00,100.0,0.0,0.0
2019-06-05 03:15:00,100.0,0.0,0.0
2019-06-05 03:30:00,100.0,0.0,0.0
2019-06-05 03:45:00,100.0,0.0,0.0
2019-06-05 04:00:00,100.0,0.0,0.0
2019-06-05 04:15:00,99.99243,0.0,0.0
2019-06-05 04:30:00,100.0,0.0,0.0
2019-06-05 04:45:00,100.0,0.0,0.0
2019-06-05 05:00:00,100.0,0.0,0.0
2019-06-05 05:15:00,100.0,0.0,0.0
2019-06-05 05:30:00,100.0,0.0,0.0
